NAME_ENGLI,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
Bahrain,0.003627399927828,0.00223544704523,0.008058965135829,0.012194255173692,0.014579353184417,0.082420237790757,0.085777263788306,0.073601643833269,0.081998379262002,0.060716363160867,0.018589973938976,0.011150001017568,0.003627399927828,0.00223544704523,0.008058965135829,0.012194255173692,0.014579353184417,0.082420237790757,0.085777263788306,0.073601643833269,0.081998379262002,0.060716363160867,0.018589973938976,0.011150001017568
Bangladesh,0.004740731227,0.005025227167785,0.012140091226711,0.047725910767698,0.103539255738617,0.13642376362576,0.139841524264267,0.138707141851857,0.133908233692564,0.06577271214838,0.011403859902535,0.005043367258306,0.004740731227,0.005025227167785,0.012140091226711,0.047725910767698,0.103539255738617,0.13642376362576,0.139841524264267,0.138707141851857,0.133908233692564,0.06577271214838,0.011403859902535,0.005043367258306
Barbados,0.061338789443466,0.017587187933699,0.015860927395586,0.018894649662152,0.057414089063547,0.070315840985122,0.074007591622402,0.092063427033686,0.102251978048792,0.101630126679001,0.111054654647269,0.087320713145911,0.061338789443466,0.017587187933699,0.015860927395586,0.018894649662152,0.057414089063547,0.070315840985122,0.074007591622402,0.092063427033686,0.102251978048792,0.101630126679001,0.111054654647269,0.087320713145911
Belarus,0.000394570249041,0.000384278215972,0.000394248991898,0.000374596710547,0.000409333742578,0.001253159700732,0.001292350876241,0.00070046491504,0.000421128995786,0.000409417565376,0.000396655630252,0.000394781570392,0.000394570249041,0.000384278215972,0.000394248991898,0.000374596710547,0.000409333742578,0.001253159700732,0.001292350876241,0.00070046491504,0.000421128995786,0.000409417565376,0.000396655630252,0.000394781570392
Belgium,0.001147652794605,0.000750359030918,0.001033963307057,0.000553670165238,0.000899624015725,0.000975247056945,0.000951272601539,0.000990325860855,0.000826125363569,0.001321036372709,0.001672543835675,0.001530328101225,0.001147652794605,0.000750359030918,0.001033963307057,0.000553670165238,0.000899624015725,0.000975247056945,0.000951272601539,0.000990325860855,0.000826125363569,0.001321036372709,0.001672543835675,0.001530328101225
Belize,0.03110967416559,0.012367792195902,0.012365019973107,0.011905914798786,0.046215287761942,0.078425415936346,0.078602588609445,0.068204185683986,0.08069271023968,0.078064104516426,0.061673006891166,0.033221000264322,0.03110967416559,0.012367792195902,0.012365019973107,0.011905914798786,0.046215287761942,0.078425415936346,0.078602588609445,0.068204185683986,0.08069271023968,0.078064104516426,0.061673006891166,0.033221000264322
Benin,0.007469331879736,0.010853384696952,0.032045896650589,0.060086764997613,0.111196801523572,0.113462870468419,0.144167366586248,0.167869387081334,0.132449662364787,0.061582529008921,0.00943298312681,0.008124389985564,0.007469331879736,0.010853384696952,0.032045896650589,0.060086764997613,0.111196801523572,0.113462870468419,0.144167366586248,0.167869387081334,0.132449662364787,0.061582529008921,0.00943298312681,0.008124389985564
Bhutan,0.004963699337966,0.005062735625829,0.006468513233138,0.011614017010743,0.03163220185405,0.050454703338534,0.070137668090323,0.070650562239348,0.056205118607455,0.017818328211329,0.005812772591278,0.005070524787855,0.004963699337966,0.005062735625829,0.006468513233138,0.011614017010743,0.03163220185405,0.050454703338534,0.070137668090323,0.070650562239348,0.056205118607455,0.017818328211329,0.005812772591278,0.005070524787855
Bolivia,0.077076671231848,0.070192680511387,0.065483155891329,0.040428345330197,0.025088351679578,0.00972851964518,0.007845129535889,0.007867563756758,0.019580762367025,0.03998459397949,0.056934267243711,0.069435557564859,0.077076671231848,0.070192680511387,0.065483155891329,0.040428345330197,0.025088351679578,0.00972851964518,0.007845129535889,0.007867563756758,0.019580762367025,0.03998459397949,0.056934267243711,0.069435557564859
"Bonaire, Saint Eustatius and Saba",0.046465917751978,0.041245798985493,0.043059889817329,0.052398253282338,0.038444403699848,0.034039943846546,0.030773929452962,0.034003246276209,0.060136679399332,0.100004425477481,0.163857370906736,0.219586192052732,0.046465917751978,0.041245798985493,0.043059889817329,0.052398253282338,0.038444403699848,0.034039943846546,0.030773929452962,0.034003246276209,0.060136679399332,0.100004425477481,0.163857370906736,0.219586192052732
Bosnia and Herzegovina,0.001096113194626,0.001150571852825,0.001069347847668,0.001383997543274,0.001201353461482,0.002085739600296,0.002762610752435,0.002376177526726,0.003584005638056,0.001788313612541,0.001391610252964,0.001434049499681,0.001096113194626,0.001150571852825,0.001069347847668,0.001383997543274,0.001201353461482,0.002085739600296,0.002762610752435,0.002376177526726,0.003584005638056,0.001788313612541,0.001391610252964,0.001434049499681
Botswana,0.134903802803981,0.117141978717865,0.035416822192112,0.015295033718713,0.006117816805769,0.005092138594238,0.001972007791074,0.004385992286565,0.009105475437239,0.008437462295047,0.023215718263772,0.080670846343063,0.134903802803981,0.117141978717865,0.035416822192112,0.015295033718713,0.006117816805769,0.005092138594238,0.001972007791074,0.004385992286565,0.009105475437239,0.008437462295047,0.023215718263772,0.080670846343063
Bouvet Island,4.1637617242E-05,4.1473957272E-05,4.1951330832E-05,4.6579504404E-05,4.7079590583E-05,6.1480473678E-05,6.0368426689E-05,5.9134078205E-05,4.7025775503E-05,4.6111140023E-05,4.2503084808E-05,4.2571172993E-05,4.1637617242E-05,4.1473957272E-05,4.1951330832E-05,4.6579504404E-05,4.7079590583E-05,6.1480473678E-05,6.0368426689E-05,5.9134078205E-05,4.7025775503E-05,4.6111140023E-05,4.2503084808E-05,4.2571172993E-05
Brazil,0.093830151628268,0.093864271505009,0.09492053981712,0.075121869261469,0.043736378376968,0.026612011600678,0.020560496959094,0.01844108341179,0.02428485901696,0.04893013859511,0.065669358154861,0.082543806805771,0.093830151628268,0.093864271505009,0.09492053981712,0.075121869261469,0.043736378376968,0.026612011600678,0.020560496959094,0.01844108341179,0.02428485901696,0.04893013859511,0.065669358154861,0.082543806805771
British Indian Ocean Territory,0.079334222398207,0.066012515881937,0.043889432464016,0.059089488234058,0.041525448492075,0.05455186654957,0.059259633533041,0.052144207769883,0.066269240376901,0.078604534817698,0.063672996277505,0.061658680410682,0.079334222398207,0.066012515881937,0.043889432464016,0.059089488234058,0.041525448492075,0.05455186654957,0.059259633533041,0.052144207769883,0.066269240376901,0.078604534817698,0.063672996277505,0.061658680410682
British Virgin Islands,0.039112365535885,0.0172446492374,0.014765132641668,0.078131006991251,0.082209245233101,0.058026603271651,0.06813215970097,0.057761356501522,0.051902195672621,0.080669743898543,0.076867377986128,0.081131869049549,0.039112365535885,0.0172446492374,0.014765132641668,0.078131006991251,0.082209245233101,0.058026603271651,0.06813215970097,0.057761356501522,0.051902195672621,0.080669743898543,0.076867377986128,0.081131869049549
Brunei,0.085657080701184,0.074660746497609,0.065172083762172,0.06224499132199,0.062112167537641,0.054674277630019,0.056323767679194,0.064082051845644,0.070267277813968,0.075032031215072,0.078622337511971,0.081241341018096,0.085657080701184,0.074660746497609,0.065172083762172,0.06224499132199,0.062112167537641,0.054674277630019,0.056323767679194,0.064082051845644,0.070267277813968,0.075032031215072,0.078622337511971,0.081241341018096
Bulgaria,0.0002636798473,0.000266689299888,0.000250774991034,0.000247040247466,0.000453229458121,0.003480036807234,0.002407107537772,0.002335676424934,0.002197844846342,0.000324124925097,0.000456256734286,0.00036245199172,0.0002636798473,0.000266689299888,0.000250774991034,0.000247040247466,0.000453229458121,0.003480036807234,0.002407107537772,0.002335676424934,0.002197844846342,0.000324124925097,0.000456256734286,0.00036245199172
Burkina Faso,0.007556068997472,0.008584461730026,0.012144055429535,0.02724481712018,0.108739895405082,0.171003006219396,0.165141799139158,0.185569141564946,0.129046319704705,0.034541658838554,0.012105210366752,0.008595603497109,0.007556068997472,0.008584461730026,0.012144055429535,0.02724481712018,0.108739895405082,0.171003006219396,0.165141799139158,0.185569141564946,0.129046319704705,0.034541658838554,0.012105210366752,0.008595603497109
Burundi,0.039753224250959,0.037847514674429,0.041365088148577,0.044699896014017,0.042144614406723,0.008981276394029,0.008708493917462,0.008850845227108,0.013939010077628,0.044522027855172,0.039574592895945,0.043252250105642,0.039753224250959,0.037847514674429,0.041365088148577,0.044699896014017,0.042144614406723,0.008981276394029,0.008708493917462,0.008850845227108,0.013939010077628,0.044522027855172,0.039574592895945,0.043252250105642
Cambodia,0.009316927025759,0.008909305966039,0.011202571119818,0.071431466090098,0.106004029939784,0.091900701085019,0.084398275581497,0.089355462026874,0.106688263326138,0.094590807824364,0.038791571584221,0.009760615113565,0.009316927025759,0.008909305966039,0.011202571119818,0.071431466090098,0.106004029939784,0.091900701085019,0.084398275581497,0.089355462026874,0.106688263326138,0.094590807824364,0.038791571584221,0.009760615113565
Cameroon,0.007913702096485,0.014919107853575,0.046315306517652,0.06737219469279,0.085915426925289,0.07962295341573,0.087364841763691,0.092862821880055,0.091749815298484,0.074772779898079,0.030211295700396,0.009855259852593,0.007913702096485,0.014919107853575,0.046315306517652,0.06737219469279,0.085915426925289,0.07962295341573,0.087364841763691,0.092862821880055,0.091749815298484,0.074772779898079,0.030211295700396,0.009855259852593
Canada,0.000743143492201,0.000680277096359,0.000682311640072,0.000687013879306,0.000717356245466,0.000882874657546,0.001000689146432,0.000932545508039,0.000873139553393,0.000839518754358,0.000795345518308,0.00077528446018,0.000743143492201,0.000680277096359,0.000682311640072,0.000687013879306,0.000717356245466,0.000882874657546,0.001000689146432,0.000932545508039,0.000873139553393,0.000839518754358,0.000795345518308,0.00077528446018
Cape Verde,0.017532969690389,0.014878286154503,0.014836690897855,0.016176716047793,0.019136525893167,0.021417235651505,0.028734810683838,0.09357313773503,0.169952273936326,0.062865468528966,0.032433489689815,0.022333865481372,0.017532969690389,0.014878286154503,0.014836690897855,0.016176716047793,0.019136525893167,0.021417235651505,0.028734810683838,0.09357313773503,0.169952273936326,0.062865468528966,0.032433489689815,0.022333865481372
Caspian Sea,0.000621260815087,0.000610768997072,0.000610169954363,0.000468737775949,0.002056407716515,0.007478692325463,0.013526064281197,0.016626342768928,0.016341053188034,0.006827363175364,0.000801323330938,0.000620124886864,0.000621260815087,0.000610768997072,0.000610169954363,0.000468737775949,0.002056407716515,0.007478692325463,0.013526064281197,0.016626342768928,0.016341053188034,0.006827363175364,0.000801323330938,0.000620124886864
Cayman Islands,0.021183133482404,0.018678317716458,0.017354863425017,0.020139848953659,0.12193297036298,0.101772162226459,0.06519141757585,0.069063838476036,0.074434579578498,0.122299079803432,0.080925572742791,0.025717787109647,0.021183133482404,0.018678317716458,0.017354863425017,0.020139848953659,0.12193297036298,0.101772162226459,0.06519141757585,0.069063838476036,0.074434579578498,0.122299079803432,0.080925572742791,0.025717787109647
Central African Republic,0.008527533668798,0.010436171726677,0.032998357802034,0.055021669365338,0.083171787681883,0.102296250485002,0.106059451354859,0.115365205878201,0.110678992589662,0.096022505690396,0.025941534293741,0.008545065343009,0.008527533668798,0.010436171726677,0.032998357802034,0.055021669365338,0.083171787681883,0.102296250485002,0.106059451354859,0.115365205878201,0.110678992589662,0.096022505690396,0.025941534293741,0.008545065343009
Chad,0.011306566048653,0.01320286219474,0.013972230666591,0.012343643920959,0.029500195216294,0.044068836170347,0.099865505035366,0.157192777159856,0.081336693558461,0.023565610736812,0.018209288707658,0.015893280770215,0.011306566048653,0.01320286219474,0.013972230666591,0.012343643920959,0.029500195216294,0.044068836170347,0.099865505035366,0.157192777159856,0.081336693558461,0.023565610736812,0.018209288707658,0.015893280770215
Chile,0.002343534912568,0.002425703199891,0.002440032041584,0.002450017258351,0.002604566456991,0.002940847989771,0.002841720844952,0.00244110763616,0.002017698697418,0.001783040854667,0.002041842432035,0.00227733392961,0.002343534912568,0.002425703199891,0.002440032041584,0.002450017258351,0.002604566456991,0.002940847989771,0.002841720844952,0.00244110763616,0.002017698697418,0.001783040854667,0.002041842432035,0.00227733392961
China,0.000846465739781,0.000977165974781,0.001035293731181,0.002677392281035,0.012761517817103,0.02652957226574,0.036692400865346,0.036134931426583,0.02491375779958,0.008443594693827,0.001645356511092,0.000967908592792,0.000846465739781,0.000977165974781,0.001035293731181,0.002677392281035,0.012761517817103,0.02652957226574,0.036692400865346,0.036134931426583,0.02491375779958,0.008443594693827,0.001645356511092,0.000967908592792
Christmas Island,0.086667997349926,0.09163483279337,0.079438008638601,0.077590859903514,0.077830060021629,0.058402533100258,0.054783074165811,0.013647483034927,0.01243324336765,0.013993645634698,0.060983167813592,0.074965556009213,0.086667997349926,0.09163483279337,0.079438008638601,0.077590859903514,0.077830060021629,0.058402533100258,0.054783074165811,0.013647483034927,0.01243324336765,0.013993645634698,0.060983167813592,0.074965556009213
Clipperton Island,0.061278011773864,0.074212600048625,0.063270216567692,0.058833977378248,0.063249067187516,0.063840852316847,0.075581509057713,0.080190198640023,0.081973872008341,0.062750775051962,0.069907379196773,0.040346902666152,0.061278011773864,0.074212600048625,0.063270216567692,0.058833977378248,0.063249067187516,0.063840852316847,0.075581509057713,0.080190198640023,0.081973872008341,0.062750775051962,0.069907379196773,0.040346902666152
Colombia,0.021840285838718,0.028034841013125,0.038857577433992,0.056389636743015,0.069383239504304,0.070132554832214,0.066985810727756,0.063128445272822,0.059755649607078,0.062171133471644,0.051841866111998,0.03103127853579,0.021840285838718,0.028034841013125,0.038857577433992,0.056389636743015,0.069383239504304,0.070132554832214,0.066985810727756,0.063128445272822,0.059755649607078,0.062171133471644,0.051841866111998,0.03103127853579
Comoros,0.094459509637011,0.089756809392353,0.084594930165594,0.078716197558448,0.052129736416978,0.028212607023733,0.020209724342212,0.016492734762589,0.005098931009668,0.026317073605816,0.032315547538453,0.06323208342071,0.094459509637011,0.089756809392353,0.084594930165594,0.078716197558448,0.052129736416978,0.028212607023733,0.020209724342212,0.016492734762589,0.005098931009668,0.026317073605816,0.032315547538453,0.06323208342071
Cook Islands,0.074583156959662,0.064261103625459,0.061904111636237,0.069200548599424,0.054184209575617,0.031413581007505,0.020843349789312,0.023917895062638,0.023964424902448,0.033943246889599,0.04933962409728,0.068679355199664,0.074583156959662,0.064261103625459,0.061904111636237,0.069200548599424,0.054184209575617,0.031413581007505,0.020843349789312,0.023917895062638,0.023964424902448,0.033943246889599,0.04933962409728,0.068679355199664
Costa Rica,0.010610537330117,0.007780181162314,0.00842129381466,0.014279161500671,0.034590446809482,0.038222832842917,0.033013187515015,0.036072282044264,0.040132965661213,0.041678192605982,0.028799343976931,0.0156601603084,0.010610537330117,0.007780181162314,0.00842129381466,0.014279161500671,0.034590446809482,0.038222832842917,0.033013187515015,0.036072282044264,0.040132965661213,0.041678192605982,0.028799343976931,0.0156601603084
Côte d'Ivoire,0.008670316788129,0.0138209746092,0.040223462316992,0.066342223983516,0.071536292105441,0.091229404561428,0.106955222060848,0.10536460158969,0.114801037881711,0.077238500550095,0.02610421796689,0.011526966747989,0.008670316788129,0.0138209746092,0.040223462316992,0.066342223983516,0.071536292105441,0.091229404561428,0.106955222060848,0.10536460158969,0.114801037881711,0.077238500550095,0.02610421796689,0.011526966747989
Croatia,0.000833831919471,0.000760089014253,0.000740800688865,0.000757049871461,0.000756561585262,0.00428028253386,0.005483896739675,0.007185748003504,0.008659379493323,0.002866041170583,0.000922974372476,0.000834999806913,0.000833831919471,0.000760089014253,0.000740800688865,0.000757049871461,0.000756561585262,0.00428028253386,0.005483896739675,0.007185748003504,0.008659379493323,0.002866041170583,0.000922974372476,0.000834999806913
Cuba,0.012206508429648,0.010322810771296,0.012092087689078,0.056452728412038,0.111184607431938,0.113286166541951,0.084628438630977,0.089353745276472,0.103191528793299,0.10767963040306,0.053900708798826,0.016618186085497,0.012206508429648,0.010322810771296,0.012092087689078,0.056452728412038,0.111184607431938,0.113286166541951,0.084628438630977,0.089353745276472,0.103191528793299,0.10767963040306,0.053900708798826,0.016618186085497
Curacao,0.097956903140773,0.045243509094141,0.050100865297111,0.046856013032585,0.04448899492052,0.034957138985485,0.035569878869602,0.039988406939378,0.086782494518109,0.129083832459881,0.128956465855361,0.151265450519442,0.097956903140773,0.045243509094141,0.050100865297111,0.046856013032585,0.04448899492052,0.034957138985485,0.035569878869602,0.039988406939378,0.086782494518109,0.129083832459881,0.128956465855361,0.151265450519442
Cyprus,0.012342282799951,0.009360316762802,0.007008637152318,0.003208333857391,0.033960398185618,0.051207346179949,0.08594002955234,0.087711645913784,0.093679253761255,0.052943328241179,0.045520015145177,0.014113360707854,0.012342282799951,0.009360316762802,0.007008637152318,0.003208333857391,0.033960398185618,0.051207346179949,0.08594002955234,0.087711645913784,0.093679253761255,0.052943328241179,0.045520015145177,0.014113360707854
Czech Republic,0.000541132072337,0.000496862851771,0.000535748387459,0.000511123898171,0.00137179243498,0.001415608450021,0.001468433257941,0.001447342684711,0.00057449505142,0.000493336903751,0.000540347690219,0.000595905255926,0.000541132072337,0.000496862851771,0.000535748387459,0.000511123898171,0.00137179243498,0.001415608450021,0.001468433257941,0.001447342684711,0.00057449505142,0.000493336903751,0.000540347690219,0.000595905255926
Democratic Republic of the Congo,0.062741416114526,0.059749814679829,0.076198103575441,0.074218823743986,0.050033767307669,0.032568735262069,0.029719239488723,0.037599309882814,0.054370986848317,0.075046158792375,0.082597992670228,0.074449146778909,0.062741416114526,0.059749814679829,0.076198103575441,0.074218823743986,0.050033767307669,0.032568735262069,0.029719239488723,0.037599309882814,0.054370986848317,0.075046158792375,0.082597992670228,0.074449146778909
Denmark,0.000753635186782,0.000394820371768,0.000397796559119,0.000403564516093,0.000420725318637,0.000512689265687,0.000845488590097,0.001288891502087,0.001236435318618,0.001318701000949,0.00126467382386,0.001089559443725,0.000753635186782,0.000394820371768,0.000397796559119,0.000403564516093,0.000420725318637,0.000512689265687,0.000845488590097,0.001288891502087,0.001236435318618,0.001318701000949,0.00126467382386,0.001089559443725
Djibouti,0.01609189207713,0.019456980466195,0.02077181602947,0.021897621207946,0.090145028847798,0.105933540377847,0.061079709702643,0.074436517292903,0.134090877753439,0.068682594461416,0.019610431691962,0.019537596328662,0.01609189207713,0.019456980466195,0.02077181602947,0.021897621207946,0.090145028847798,0.105933540377847,0.061079709702643,0.074436517292903,0.134090877753439,0.068682594461416,0.019610431691962,0.019537596328662
Dominican Rep,0.019530869053159,0.020257754393787,0.023704423284257,0.052047687418537,0.083601779630784,0.069755578406377,0.053770730394269,0.067994704693636,0.073332132367845,0.077919422309291,0.059744098575447,0.040634562584592,0.019530869053159,0.020257754393787,0.023704423284257,0.052047687418537,0.083601779630784,0.069755578406377,0.053770730394269,0.067994704693636,0.073332132367845,0.077919422309291,0.059744098575447,0.040634562584592
Dominica,0.030078045242048,0.02076977607034,0.024463129078374,0.027257861943934,0.037682722729095,0.05951853960169,0.065280570061522,0.066463519916458,0.06558546272238,0.067872957559043,0.062241484528888,0.042149504882708,0.030078045242048,0.02076977607034,0.024463129078374,0.027257861943934,0.037682722729095,0.05951853960169,0.065280570061522,0.066463519916458,0.06558546272238,0.067872957559043,0.062241484528888,0.042149504882708
Ecuador,0.040576861299437,0.046485078777349,0.04926330985564,0.044381063383153,0.033413268732965,0.027657203199888,0.021705285472608,0.017172718839962,0.018633752410215,0.020039989169195,0.019921607974229,0.024945851335965,0.040576861299437,0.046485078777349,0.04926330985564,0.044381063383153,0.033413268732965,0.027657203199888,0.021705285472608,0.017172718839962,0.018633752410215,0.020039989169195,0.019921607974229,0.024945851335965
Egypt,0.000160728027283,0.000167066823946,0.000230773837367,0.00085754620489,0.001402000022416,0.001984995708668,0.002586294270243,0.002686540161635,0.002753395704825,0.001998909703101,0.001489943400913,0.000840402546475,0.000160728027283,0.000167066823946,0.000230773837367,0.00085754620489,0.001402000022416,0.001984995708668,0.002586294270243,0.002686540161635,0.002753395704825,0.001998909703101,0.001489943400913,0.000840402546475
El Salvador,0.006095810254287,0.005929396842862,0.006205369380599,0.014877393356286,0.066284076474875,0.088876053653684,0.07812298462139,0.080130385939265,0.089167549853263,0.067448266619427,0.010303707759864,0.006627195642871,0.006095810254287,0.005929396842862,0.006205369380599,0.014877393356286,0.066284076474875,0.088876053653684,0.07812298462139,0.080130385939265,0.089167549853263,0.067448266619427,0.010303707759864,0.006627195642871
Equatorial Guinea,0.029229229054784,0.038823257660069,0.052200486802492,0.059158317800815,0.061209686717697,0.040883582096746,0.009377748278457,0.011400088336415,0.048380835615732,0.077194607900824,0.060431981953084,0.041885855055688,0.029229229054784,0.038823257660069,0.052200486802492,0.059158317800815,0.061209686717697,0.040883582096746,0.009377748278457,0.011400088336415,0.048380835615732,0.077194607900824,0.060431981953084,0.041885855055688
Eritrea,0.024338783699004,0.023304973951955,0.022474998614635,0.026199127694906,0.042192420756795,0.046249088438323,0.130525138446671,0.167009698024146,0.090026003233309,0.046850848340129,0.024873652939347,0.026515031221553,0.024338783699004,0.023304973951955,0.022474998614635,0.026199127694906,0.042192420756795,0.046249088438323,0.130525138446671,0.167009698024146,0.090026003233309,0.046850848340129,0.024873652939347,0.026515031221553
