Cayman Islands,60765,60765,60765,60765,60765,60765,60765,60765,60765,60765,60765,60765,60765,60765,60765,60765,60765,60765,60765,60765,60765,60765,60765,60765
Chile,17909754,17909754,17909754,17909754,17909754,17909754,17909754,17909754,17909754,17909754,17909754,17909754,17909754,17909754,17909754,17909754,17909754,17909754,17909754,17909754,17909754,17909754,17909754,17909754
Colombia,48653419,48653419,48653419,48653419,48653419,48653419,48653419,48653419,48653419,48653419,48653419,48653419,48653419,48653419,48653419,48653419,48653419,48653419,48653419,48653419,48653419,48653419,48653419,48653419
Costa Rica,4857274,4857274,4857274,4857274,4857274,4857274,4857274,4857274,4857274,4857274,4857274,4857274,4857274,4857274,4857274,4857274,4857274,4857274,4857274,4857274,4857274,4857274,4857274,4857274
Cuba,11475982,11475982,11475982,11475982,11475982,11475982,11475982,11475982,11475982,11475982,11475982,11475982,11475982,11475982,11475982,11475982,11475982,11475982,11475982,11475982,11475982,11475982,11475982,11475982
Curacao,159999,159999,159999,159999,159999,159999,159999,159999,159999,159999,159999,159999,159999,159999,159999,159999,159999,159999,159999,159999,159999,159999,159999,159999
Dominica,73543,73543,73543,73543,73543,73543,73543,73543,73543,73543,73543,73543,73543,73543,73543,73543,73543,73543,73543,73543,73543,73543,73543,73543
Dominican Rep,10648791,10648791,10648791,10648791,10648791,10648791,10648791,10648791,10648791,10648791,10648791,10648791,10648791,10648791,10648791,10648791,10648791,10648791,10648791,10648791,10648791,10648791,10648791,10648791
Ecuador,16385068,16385068,16385068,16385068,16385068,16385068,16385068,16385068,16385068,16385068,16385068,16385068,16385068,16385068,16385068,16385068,16385068,16385068,16385068,16385068,16385068,16385068,16385068,16385068
El Salvador,6344722,6344722,6344722,6344722,6344722,6344722,6344722,6344722,6344722,6344722,6344722,6344722,6344722,6344722,6344722,6344722,6344722,6344722,6344722,6344722,6344722,6344722,6344722,6344722
French Guiana,283000,283000,283000,283000,283000,283000,283000,283000,283000,283000,283000,283000,283000,283000,283000,283000,283000,283000,283000,283000,283000,283000,283000,283000
Grenada,107317,107317,107317,107317,107317,107317,107317,107317,107317,107317,107317,107317,107317,107317,107317,107317,107317,107317,107317,107317,107317,107317,107317,107317
Guadeloupe,450000,450000,450000,450000,450000,450000,450000,450000,450000,450000,450000,450000,450000,450000,450000,450000,450000,450000,450000,450000,450000,450000,450000,450000
Guatemala,16582469,16582469,16582469,16582469,16582469,16582469,16582469,16582469,16582469,16582469,16582469,16582469,16582469,16582469,16582469,16582469,16582469,16582469,16582469,16582469,16582469,16582469,16582469,16582469
Guyana,773303,773303,773303,773303,773303,773303,773303,773303,773303,773303,773303,773303,773303,773303,773303,773303,773303,773303,773303,773303,773303,773303,773303,773303
Haiti,10847334,10847334,10847334,10847334,10847334,10847334,10847334,10847334,10847334,10847334,10847334,10847334,10847334,10847334,10847334,10847334,10847334,10847334,10847334,10847334,10847334,10847334,10847334,10847334
Honduras,9112867,9112867,9112867,9112867,9112867,9112867,9112867,9112867,9112867,9112867,9112867,9112867,9112867,9112867,9112867,9112867,9112867,9112867,9112867,9112867,9112867,9112867,9112867,9112867
Jamaica,2881355,2881355,2881355,2881355,2881355,2881355,2881355,2881355,2881355,2881355,2881355,2881355,2881355,2881355,2881355,2881355,2881355,2881355,2881355,2881355,2881355,2881355,2881355,2881355
Martinique,385000,385000,385000,385000,385000,385000,385000,385000,385000,385000,385000,385000,385000,385000,385000,385000,385000,385000,385000,385000,385000,385000,385000,385000
Mexico,127540423,127540423,127540423,127540423,127540423,127540423,127540423,127540423,127540423,127540423,127540423,127540423,127540423,127540423,127540423,127540423,127540423,127540423,127540423,127540423,127540423,127540423,127540423,127540423
Nicaragua,6149928,6149928,6149928,6149928,6149928,6149928,6149928,6149928,6149928,6149928,6149928,6149928,6149928,6149928,6149928,6149928,6149928,6149928,6149928,6149928,6149928,6149928,6149928,6149928
Panama,4034119,4034119,4034119,4034119,4034119,4034119,4034119,4034119,4034119,4034119,4034119,4034119,4034119,4034119,4034119,4034119,4034119,4034119,4034119,4034119,4034119,4034119,4034119,4034119
Paraguay,6725308,6725308,6725308,6725308,6725308,6725308,6725308,6725308,6725308,6725308,6725308,6725308,6725308,6725308,6725308,6725308,6725308,6725308,6725308,6725308,6725308,6725308,6725308,6725308
Peru,31773839,31773839,31773839,31773839,31773839,31773839,31773839,31773839,31773839,31773839,31773839,31773839,31773839,31773839,31773839,31773839,31773839,31773839,31773839,31773839,31773839,31773839,31773839,31773839
Puerto Rico,3411307,3411307,3411307,3411307,3411307,3411307,3411307,3411307,3411307,3411307,3411307,3411307,3411307,3411307,3411307,3411307,3411307,3411307,3411307,3411307,3411307,3411307,3411307,3411307
St Barthelemy,9278,9278,9278,9278,9278,9278,9278,9278,9278,9278,9278,9278,9278,9278,9278,9278,9278,9278,9278,9278,9278,9278,9278,9278
St Kitts-Nevis,54821,54821,54821,54821,54821,54821,54821,54821,54821,54821,54821,54821,54821,54821,54821,54821,54821,54821,54821,54821,54821,54821,54821,54821
St Lucia,178015,178015,178015,178015,178015,178015,178015,178015,178015,178015,178015,178015,178015,178015,178015,178015,178015,178015,178015,178015,178015,178015,178015,178015
St Maarten (Dutch Part),40005,40005,40005,40005,40005,40005,40005,40005,40005,40005,40005,40005,40005,40005,40005,40005,40005,40005,40005,40005,40005,40005,40005,40005
St Vincent-Grenad,109643,109643,109643,109643,109643,109643,109643,109643,109643,109643,109643,109643,109643,109643,109643,109643,109643,109643,109643,109643,109643,109643,109643,109643
Suriname,558368,558368,558368,558368,558368,558368,558368,558368,558368,558368,558368,558368,558368,558368,558368,558368,558368,558368,558368,558368,558368,558368,558368,558368
Trinidad-Tobago,1364962,1364962,1364962,1364962,1364962,1364962,1364962,1364962,1364962,1364962,1364962,1364962,1364962,1364962,1364962,1364962,1364962,1364962,1364962,1364962,1364962,1364962,1364962,1364962
Turks-Caicos,34900,34900,34900,34900,34900,34900,34900,34900,34900,34900,34900,34900,34900,34900,34900,34900,34900,34900,34900,34900,34900,34900,34900,34900
Uruguay,3444006,3444006,3444006,3444006,3444006,3444006,3444006,3444006,3444006,3444006,3444006,3444006,3444006,3444006,3444006,3444006,3444006,3444006,3444006,3444006,3444006,3444006,3444006,3444006
Venezuela,31568179,31568179,31568179,31568179,31568179,31568179,31568179,31568179,31568179,31568179,31568179,31568179,31568179,31568179,31568179,31568179,31568179,31568179,31568179,31568179,31568179,31568179,31568179,31568179
Virgin Islands (GB),30661,30661,30661,30661,30661,30661,30661,30661,30661,30661,30661,30661,30661,30661,30661,30661,30661,30661,30661,30661,30661,30661,30661,30661
Virgin Islands (US),102951,102951,102951,102951,102951,102951,102951,102951,102951,102951,102951,102951,102951,102951,102951,102951,102951,102951,102951,102951,102951,102951,102951,102951
